Gene	Annotation
N0.HOG0010652	zinc finger matrin-type protein 2-like
N0.HOG0010653	S1 RNA-binding domain-containing protein 1-like
N0.HOG0010654	probable E3 ubiquitin-protein ligase MGRN1
N0.HOG0010655	alpha N-terminal protein methyltransferase 1-like
N0.HOG0010656	protein draper-like isoform X1
N0.HOG0010657	WD repeat-containing protein 55 homolog
N0.HOG0010658	methyltransferase-like protein 17, mitochondrial
N0.HOG0010659	tryptophan 2,3-dioxygenase-like
N0.HOG0010660	mucin-6-like
N0.HOG0010661	2-aminoethanethiol dioxygenase-like
N0.HOG0010662	serine/threonine-protein kinase svkA-like
N0.HOG0010663	ribonuclease Z, mitochondrial-like
N0.HOG0010664	oxysterol-binding protein 1-like isoform X1
N0.HOG0010665	glucose dehydrogenase [FAD, quinone]-like
N0.HOG0010666	phosphatidate cytidylyltransferase, photoreceptor-specific-like
N0.HOG0010667	THO complex subunit 4-like
N0.HOG0010668	protein-glucosylgalactosylhydroxylysine glucosidase-like
N0.HOG0010669	uncharacterized protein LOC130703947
N0.HOG0010670	general transcription factor IIF subunit 2-like
N0.HOG0010671	AMMECR1-like protein
N0.HOG0010672	40S ribosomal protein S3-A-like
N0.HOG0010673	uncharacterized protein LOC130703955
N0.HOG0010674	disks large 1 tumor suppressor protein-like isoform X1
N0.HOG0010675	protein ELYS-like
N0.HOG0010676	peroxidase-like
N0.HOG0010677	cytokine receptor-like factor 3
N0.HOG0010678	GPI mannosyltransferase 4-like
N0.HOG0010679	glucosidase 2 subunit beta-like
N0.HOG0010680	uncharacterized protein LOC130703971
N0.HOG0010681	V-type proton ATPase subunit S1-like
N0.HOG0010682	protein BUD31 homolog
N0.HOG0010683	ankyrin repeat and SAM domain-containing protein 1A-like
N0.HOG0010684	transmembrane 7 superfamily member 3-like
N0.HOG0010685	autophagy-related protein 16-1-like
N0.HOG0010686	uncharacterized protein LOC130703993
N0.HOG0010687	F-box only protein 42-like
N0.HOG0010688	ras-related C3 botulinum toxin substrate 1
N0.HOG0010689	uncharacterized protein LOC130704003
N0.HOG0010690	uncharacterized protein LOC130704009
N0.HOG0010691	phospholipase A2 hemilipin-like
N0.HOG0010692	ADP-ribosylation factor-like protein 6-interacting protein 4
N0.HOG0010693	ADP-ribosylation factor-like protein 6-interacting protein 4
N0.HOG0010694	mitochondrial import inner membrane translocase subunit Tim23-like
N0.HOG0010695	vacuolar protein sorting-associated protein 13B-like
N0.HOG0010696	uncharacterized protein LOC130704021
N0.HOG0010697	DDB1- and CUL4-associated factor 7
N0.HOG0010698	uncharacterized protein LOC130704026
N0.HOG0010699	NEDD4 family-interacting protein 1-like
N0.HOG0010700	RNA polymerase II-associated protein 1-like
N0.HOG0010701	death domain-associated protein 6-like
N0.HOG0010702	uncharacterized protein LOC116934437
N0.HOG0010703	U6 snRNA-associated Sm-like protein LSm2
N0.HOG0010704	DNA-directed RNA polymerase II subunit RPB1-like
N0.HOG0010705	putative ATP synthase subunit f, mitochondrial
N0.HOG0010706	proteasome subunit beta type-1-like
N0.HOG0010707	metal-response element-binding transcription factor 2-like
N0.HOG0010708	telomerase-binding protein EST1A-like isoform X1
N0.HOG0010709	BRCA1-associated protein-like isoform X1
N0.HOG0010710	splicing factor ESS-2 homolog
N0.HOG0010711	tRNA wybutosine-synthesizing protein 4-like isoform X1
N0.HOG0010712	uncharacterized protein CG3556-like
N0.HOG0010713	serine/threonine-protein kinase NLK2-like
N0.HOG0010714	transmembrane protein 11, mitochondrial-like
N0.HOG0010715	rap guanine nucleotide exchange factor 4-like isoform X1
N0.HOG0010716	endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase-like
N0.HOG0010717	esterase E4-like
N0.HOG0010718	integrator complex subunit 4-like
N0.HOG0010719	zinc finger protein ZIC 1-like
N0.HOG0010720	mitochondrial chaperone BCS1-like
N0.HOG0010721	eukaryotic elongation factor 2 kinase-like isoform X1
N0.HOG0010722	filamin-C-like isoform X1
N0.HOG0010723	general vesicular transport factor p115-like isoform X1
N0.HOG0010724	protein charybde-like
N0.HOG0010725	uncharacterized protein LOC130704103
N0.HOG0010726	28S rRNA (cytosine-C(5))-methyltransferase-like
N0.HOG0010727	serine protease nudel-like
N0.HOG0010728	RNA polymerase II subunit A C-terminal domain phosphatase SSU72-like
N0.HOG0010729	opsin, ultraviolet-sensitive-like
N0.HOG0010730	ionotropic receptor 21a-like
N0.HOG0010731	probable chitinase 10
N0.HOG0010732	histone-lysine N-methyltransferase ash1-like
N0.HOG0010733	dynamin-binding protein-like isoform X1
N0.HOG0010734	neuropeptide SIFamide receptor-like
N0.HOG0010735	E3 ubiquitin-protein ligase RAD18-like
N0.HOG0010736	high-affinity choline transporter 1-like
N0.HOG0010737	uncharacterized protein LOC130704191
N0.HOG0010738	RNA-binding protein with serine-rich domain 1-B-like isoform X1
N0.HOG0010739	methylcytosine dioxygenase TET-like
N0.HOG0010740	mid1-interacting protein 1-like isoform X1
N0.HOG0010741	centrosome-associated zinc finger protein CP190-like
N0.HOG0010742	uncharacterized protein LOC130704215
N0.HOG0010743	globin C, coelomic-like
N0.HOG0010744	zinc finger CCCH domain-containing protein 11A-like isoform X1
N0.HOG0010745	dual specificity tyrosine-phosphorylation-regulated kinase 2-like
N0.HOG0010746	zinc transporter 9-like isoform X1
N0.HOG0010747	kinesin-associated protein 3-like
N0.HOG0010748	OTU domain-containing protein 5-B-like
N0.HOG0010749	uncharacterized protein LOC130704238 isoform X1
N0.HOG0010750	LOW QUALITY PROTEIN: serine/threonine-protein kinase pim-3-like
N0.HOG0010751	alpha-2-macroglobulin receptor-associated protein-like isoform X1
N0.HOG0010752	uncharacterized protein LOC130704248
N0.HOG0010753	adhesive plaque matrix protein-like
N0.HOG0010754	28S ribosomal protein S30, mitochondrial-like
N0.HOG0010755	beta-1-syntrophin-like isoform X1
N0.HOG0010756	coiled-coil domain-containing protein 50-like isoform X1
N0.HOG0010757	tetratricopeptide repeat protein 17-like
N0.HOG0010758	prolyl 3-hydroxylase OGFOD1-like
N0.HOG0010759	N-acetyltransferase ESCO2-like
N0.HOG0010760	striatin-interacting protein 1 homolog isoform X1
N0.HOG0010761	cytochrome c oxidase assembly protein COX16 homolog, mitochondrial-like isoform X1
N0.HOG0010762	aminopeptidase N-like
N0.HOG0010763	CUB and sushi domain-containing protein 1-like
N0.HOG0010764	uncharacterized protein LOC130704412
N0.HOG0010765	gephyrin-like
N0.HOG0010766	tRNA (cytosine(34)-C(5))-methyltransferase-like
N0.HOG0010767	uncharacterized protein LOC130704417
N0.HOG0010768	zinc finger CCCH domain-containing protein 14-like
N0.HOG0010769	carboxypeptidase Q-like
N0.HOG0010770	protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha-like
N0.HOG0010771	RNA-binding motif protein, X-linked 2-like
N0.HOG0010772	charged multivesicular body protein 4b-like
N0.HOG0010773	DNA replication licensing factor MCM4-like isoform X1
N0.HOG0010774	aspartate--tRNA ligase, cytoplasmic-like
N0.HOG0010775	LOW QUALITY PROTEIN: protein kibra-like
N0.HOG0010776	sister chromatid cohesion protein DCC1-like
N0.HOG0010777	uncharacterized protein LOC130704459 isoform X1
N0.HOG0010778	xaa-Pro aminopeptidase 3-like
N0.HOG0010779	uncharacterized protein LOC130704464
N0.HOG0010780	solute carrier family 35 member E3-like
N0.HOG0010781	X-box-binding protein 1-like
N0.HOG0010782	histone RNA hairpin-binding protein-like
N0.HOG0010783	transmembrane emp24 domain-containing protein eca-like
N0.HOG0010784	uncharacterized protein LOC130704472 isoform X1
N0.HOG0010785	uncharacterized protein LOC130704474
N0.HOG0010786	M-phase inducer phosphatase 2-like
N0.HOG0010787	protein virilizer homolog
N0.HOG0010788	transcriptional regulator ovo-like
N0.HOG0010789	autophagy-related protein 13-like
N0.HOG0010790	LOW QUALITY PROTEIN: tRNA-dihydrouridine(20) synthase [NAD(P)+]-like
N0.HOG0010791	uncharacterized protein LOC130704488 isoform X1
N0.HOG0010792	GDP-mannose 4,6 dehydratase-like isoform X1
N0.HOG0010793	dolichol-phosphate mannosyltransferase subunit 1-like
N0.HOG0010794	guanylate kinase-like isoform X1
N0.HOG0010795	forkhead box protein L1-like
N0.HOG0010796	reticulocalbin-2-like isoform X1
N0.HOG0010797	unnamed protein product
N0.HOG0010798	unnamed protein product
N0.HOG0010799	uncharacterized protein LOC116927889
N0.HOG0010800	Uncharacterized protein
N0.HOG0010801	unnamed protein product, partial
N0.HOG0010802	unnamed protein product
N0.HOG0010803	unnamed protein product
N0.HOG0010804	uncharacterized protein LOC124314251
N0.HOG0010805	unnamed protein product
N0.HOG0010806	serine/threonine-protein kinase/endoribonuclease IRE1-like
N0.HOG0010807	Uncharacterized protein
N0.HOG0010808	unnamed protein product
N0.HOG0010809	Methyltransf_21 domain-containing protein
N0.HOG0010810	unnamed protein product
N0.HOG0010811	carboxypeptidase E
N0.HOG0010812	unnamed protein product
N0.HOG0010813	ribonuclease H1-like
N0.HOG0010814	unnamed protein product
N0.HOG0010815	centrosomal protein of 63 kDa
N0.HOG0010816	unnamed protein product
N0.HOG0010817	unnamed protein product
N0.HOG0010818	LMBR1 domain-containing protein 2 homolog
N0.HOG0010819	unnamed protein product
N0.HOG0010820	unnamed protein product
N0.HOG0010821	unnamed protein product
N0.HOG0010822	unnamed protein product
N0.HOG0010823	unnamed protein product
N0.HOG0010824	CYTH domain-containing protein
N0.HOG0010825	unnamed protein product
N0.HOG0010826	unnamed protein product
N0.HOG0010827	unnamed protein product
N0.HOG0010828	store-operated calcium entry-associated regulatory factor-like
N0.HOG0010829	Uncharacterized protein
N0.HOG0010830	uncharacterized protein LOC124310856
N0.HOG0010831	unnamed protein product
N0.HOG0010832	keratin, type II cytoskeletal 1-like
N0.HOG0010833	unnamed protein product
N0.HOG0010834	unnamed protein product
N0.HOG0010835	unnamed protein product
N0.HOG0010836	F-box/WD repeat-containing protein 11-like
N0.HOG0010837	zinc finger MYND domain-containing protein 10-like
N0.HOG0010838	pleckstrin homology domain-containing family M member 2-like isoform X1
N0.HOG0010839	vitellogenin-like
N0.HOG0010840	COP9 signalosome complex subunit 5-like
N0.HOG0010841	unnamed protein product
N0.HOG0010842	unnamed protein product
N0.HOG0010843	unnamed protein product
N0.HOG0010844	uncharacterized protein LOC124207107
N0.HOG0010845	unnamed protein product
N0.HOG0010846	unnamed protein product
N0.HOG0010847	uncharacterized protein LOC124200297
N0.HOG0010848	Uncharacterized protein
N0.HOG0010849	unnamed protein product
N0.HOG0010850	unnamed protein product
N0.HOG0010851	unnamed protein product
N0.HOG0010852	unnamed protein product
N0.HOG0010853	unnamed protein product
N0.HOG0010854	WD_REPEATS_REGION domain-containing protein
N0.HOG0010855	unnamed protein product
N0.HOG0010856	unnamed protein product
N0.HOG0010857	unnamed protein product
N0.HOG0010858	Uncharacterized protein
N0.HOG0010859	PAT complex subunit CCDC47-like
N0.HOG0010860	multimerin-1-like
N0.HOG0010861	uncharacterized protein LOC124341698
N0.HOG0010862	unnamed protein product
N0.HOG0010863	unnamed protein product
N0.HOG0010864	uncharacterized protein LOC124205325
N0.HOG0010865	unnamed protein product
N0.HOG0010866	F-box and WD repeat domain-containing 11-B-like isoform X1
N0.HOG0010867	endoribonuclease CG2145-like
N0.HOG0010868	leucine repeat adapter protein 25-like
N0.HOG0010869	zinc finger MIZ domain-containing protein 2-like
N0.HOG0010870	unnamed protein product
N0.HOG0010871	COX assembly mitochondrial protein
N0.HOG0010872	alpha-(1,3)-fucosyltransferase C-like
N0.HOG0010873	transposase domain-containing protein
N0.HOG0010874	unnamed protein product
N0.HOG0010875	unnamed protein product
N0.HOG0010876	unnamed protein product
N0.HOG0010877	unnamed protein product
N0.HOG0010878	unnamed protein product
N0.HOG0010879	uncharacterized protein LOC123474399
N0.HOG0010880	unnamed protein product
N0.HOG0010881	RING-type domain-containing protein
N0.HOG0010882	unnamed protein product, partial
N0.HOG0010883	unnamed protein product
N0.HOG0010884	ionotropic receptor 93a-like
N0.HOG0010885	unnamed protein product
N0.HOG0010886	GMP synthase [glutamine-hydrolyzing]-like
N0.HOG0010887	uncharacterized protein LOC116919313
N0.HOG0010888	hyphally regulated cell wall protein 1-like
N0.HOG0010889	DJ-like protein subfamily C
N0.HOG0010890	uncharacterized protein LOC123470644
N0.HOG0010891	uncharacterized protein LOC116924088
N0.HOG0010892	uncharacterized protein LOC123468114
N0.HOG0010893	chondroitin sulfate synthase 1
N0.HOG0010894	uncharacterized protein LOC123475966
N0.HOG0010895	Long-wavelength-like opsin
N0.HOG0010896	ESF1 homolog
N0.HOG0010897	vegetative cell wall protein gp1-like
N0.HOG0010898	extensin-2-like
N0.HOG0010899	uncharacterized protein LOC116920209 isoform X1
N0.HOG0010900	uncharacterized protein DDB_G0286299-like
N0.HOG0010901	uncharacterized protein DDB_G0286299-like
N0.HOG0010902	uncharacterized protein LOC116935620
N0.HOG0010903	uncharacterized protein LOC123471119
N0.HOG0010904	uncharacterized protein LOC123467200
N0.HOG0010905	zinc finger BED domain-containing protein 4-like
N0.HOG0010906	uncharacterized protein LOC123476888
N0.HOG0010907	uncharacterized protein LOC123477394
N0.HOG0010908	uncharacterized protein LOC116924318
N0.HOG0010909	uncharacterized protein LOC116930183
N0.HOG0010910	Uncharacterized protein
N0.HOG0010911	uncharacterized protein LOC123474052
N0.HOG0010912	LOW QUALITY PROTEIN: uncharacterized protein LOC123472646
N0.HOG0010913	GMP synthase [glutamine-hydrolyzing]-like
N0.HOG0010914	transcription initiation factor TFIID subunit 5-like
N0.HOG0010915	uncharacterized protein LOC116935820
N0.HOG0010916	Contactin associated protein-like protein
N0.HOG0010917	Contactin associated protein-like protein 1
N0.HOG0010918	Protein kinase domain-containing protein
N0.HOG0010919	Uncharacterized protein
N0.HOG0010920	Uncharacterized protein
N0.HOG0010921	uncharacterized protein LOC124337022
N0.HOG0010922	Uncharacterized protein
N0.HOG0010923	translation initiation factor IF-2-like
N0.HOG0010924	ABC protein, subfamily ABCG
N0.HOG0010925	uncharacterized protein LOC124342776
N0.HOG0010926	uncharacterized protein LOC124196726
N0.HOG0010927	BTB domain-containing protein
N0.HOG0010928	Uncharacterized protein
N0.HOG0010929	Uncharacterized protein
N0.HOG0010930	Uncharacterized protein
N0.HOG0010931	nucleolar transcription factor 1-like
N0.HOG0010932	zinc metalloproteinase nas-4-like
N0.HOG0010933	uncharacterized protein LOC124190108
N0.HOG0010934	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A-like
N0.HOG0010935	serine/threonine-protein kinase/endoribonuclease IRE1-like
N0.HOG0010936	uncharacterized protein LOC124194650
N0.HOG0010937	tubulin-specific chaperone D-like
N0.HOG0010938	uncharacterized protein LOC124193984
N0.HOG0010939	coiled-coil domain-containing protein 22 homolog
N0.HOG0010940	uncharacterized protein LOC124336643 isoform X1
N0.HOG0010941	serine/threonine-protein kinase/endoribonuclease ire-1-like
N0.HOG0010942	annexin A7-like
N0.HOG0010943	hypothetical protein GHT06_020235
N0.HOG0010944	hypothetical protein GHT06_007658
N0.HOG0010945	hypothetical protein GHT06_011449
N0.HOG0010946	tRNA (adenine(37)-N6)-methyltransferase-like
N0.HOG0010947	uncharacterized protein LOC130685287
N0.HOG0010948	conserved oligomeric Golgi complex subunit 3-like isoform X1
N0.HOG0010949	LOW QUALITY PROTEIN: H(+)/Cl(-) exchange transporter 4-like
N0.HOG0010950	angiotensin-converting enzyme-like
N0.HOG0010951	frizzled-1-like
N0.HOG0010952	neutral alpha-glucosidase AB-like isoform X1
N0.HOG0010953	protein O-mannosyl-transferase 2-like isoform X1
N0.HOG0010954	uncharacterized protein LOC130685345
N0.HOG0010955	pre-mRNA-splicing regulator WTAP-like
N0.HOG0010956	uridine diphosphate glucose pyrophosphatase NUDT22-like
N0.HOG0010957	ionotropic receptor 25a-like
N0.HOG0010958	uncharacterized protein LOC130685418
N0.HOG0010959	V-type proton ATPase catalytic subunit A
N0.HOG0010960	F-box and WD repeat domain-containing 11-B-like
N0.HOG0010961	cleavage and polyadenylation specificity factor subunit 5-like
N0.HOG0010962	non-structural maintenance of chromosomes element 1 homolog
N0.HOG0010963	agrin-like
N0.HOG0010964	RCC1 domain-containing protein 1-like
N0.HOG0010965	cAMP-regulated phosphoprotein 19-A-like
N0.HOG0010966	uncharacterized protein K02A2.6-like
N0.HOG0010967	myosin-J heavy chain-like
N0.HOG0010968	ubiquitin-like domain-containing CTD phosphatase 1
N0.HOG0010969	uncharacterized protein LOC130685509
N0.HOG0010970	vacuolar protein sorting-associated protein 53 homolog
N0.HOG0010971	metastasis-associated protein MTA3-like
N0.HOG0010972	signal recognition particle receptor subunit alpha homolog
N0.HOG0010973	nucleolar protein 58-like
N0.HOG0010974	F-box/LRR-repeat protein 12-like
N0.HOG0010975	uncharacterized protein LOC130685534
N0.HOG0010976	uncharacterized protein LOC130685542
N0.HOG0010977	cytoplasmic dynein 2 light intermediate chain 1-like
N0.HOG0010978	transmembrane protein 41A-A-like
N0.HOG0010979	dnaJ-like protein 60
N0.HOG0010980	uncharacterized protein LOC130685557 isoform X1
N0.HOG0010981	uncharacterized protein LOC130685559
N0.HOG0010982	uncharacterized protein LOC130685587
N0.HOG0010983	uncharacterized protein LOC130685612
N0.HOG0010984	cilia- and flagella-associated protein 20
N0.HOG0010985	tissue inhibitor of metalloproteinase-like
N0.HOG0010986	uncharacterized protein LOC130685642
N0.HOG0010987	uncharacterized protein LOC130685667
N0.HOG0010988	probable dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase
N0.HOG0010989	nischarin-like isoform X1
N0.HOG0010990	transcriptional regulator ATRX homolog isoform X1
N0.HOG0010991	uncharacterized protein LOC130685744
N0.HOG0010992	presenilin homolog
N0.HOG0010993	transformer-2 protein homolog alpha-like
N0.HOG0010994	uncharacterized protein LOC130685954
N0.HOG0010995	distal membrane-arm assembly complex protein 2-like
N0.HOG0010996	probable U3 small nucleolar RNA-associated protein 11
N0.HOG0010997	trafficking protein particle complex subunit 3-like
N0.HOG0010998	protein N-terminal asparagine amidohydrolase-like isoform X1
N0.HOG0010999	beta-parvin-like
N0.HOG0011000	activated Cdc42 kinase-like isoform X1
N0.HOG0011001	uncharacterized protein LOC130686053 isoform X1
N0.HOG0011002	uncharacterized protein LOC130686094
N0.HOG0011003	deoxyribodipyrimidine photo-lyase-like
